agmerra_0001_217_DZA_NF	generated from NASA GISS AgMERRA NetCDF4
0.1250 35.8750
month day year tmax tmin solar rain rh wind
8 8 1992 39.900 21.300 300.926 0.000 13.200 2.000
8 9 1992 28.600 20.100 315.972 0.000 32.400 5.000
8 10 1992 34.100 19.400 322.917 0.000 12.200 1.000
8 11 1992 33.600 20.900 326.389 0.000 24.600 2.300
8 12 1992 35.300 20.900 307.870 0.000 25.300 1.700
8 13 1992 33.600 20.900 321.759 0.000 28.800 1.300
8 14 1992 33.100 21.000 311.343 0.000 22.200 2.200
8 15 1992 31.700 20.000 310.185 0.000 30.100 1.100
8 16 1992 35.700 20.800 313.657 0.000 19.300 2.800
8 17 1992 37.500 22.400 310.185 0.000 14.000 3.100
8 18 1992 36.900 22.700 311.343 0.000 11.900 2.500
8 19 1992 37.800 22.200 296.296 0.000 10.300 1.800
8 20 1992 31.000 20.400 300.926 0.000 33.400 3.500
8 21 1992 33.300 20.700 303.241 0.000 25.300 2.200
8 22 1992 33.900 20.700 263.889 0.000 21.500 1.700
8 23 1992 39.300 22.100 287.037 0.000 13.500 0.500
8 24 1992 43.500 26.100 280.093 0.000 12.800 2.200
8 25 1992 39.500 25.000 271.991 0.000 17.500 1.900
8 26 1992 31.900 21.500 276.620 0.400 34.500 3.800
8 27 1992 33.600 21.500 285.880 0.000 27.800 3.600
8 28 1992 35.200 22.300 274.306 0.000 16.400 3.700
8 29 1992 25.600 18.200 211.806 3.900 35.300 5.900
8 30 1992 28.800 17.500 282.407 0.000 28.600 2.400
8 31 1992 28.800 18.900 277.778 0.000 33.300 4.500
9 1 1992 31.600 19.800 281.250 0.000 38.900 1.000
9 2 1992 33.100 20.500 276.620 0.000 31.300 3.100
9 3 1992 33.100 20.400 291.667 0.000 23.400 2.300
9 4 1992 34.500 21.000 295.139 0.000 17.400 3.300
9 5 1992 35.600 21.200 289.352 0.000 14.700 3.500
9 6 1992 34.300 20.800 278.935 0.000 30.200 3.400
9 7 1992 30.800 21.200 261.574 0.000 43.400 1.300
9 8 1992 30.200 20.300 273.148 0.000 39.000 1.900
9 9 1992 30.000 21.000 246.528 0.000 31.700 0.400
9 10 1992 33.000 21.400 160.880 1.000 34.800 3.200
9 11 1992 36.000 22.700 255.787 0.000 23.300 1.700
9 12 1992 35.500 22.500 233.796 0.000 23.700 1.800
9 13 1992 36.200 23.000 255.787 0.000 27.300 1.100
9 14 1992 34.100 22.100 255.787 0.000 36.700 1.100
9 15 1992 32.300 22.000 263.889 0.000 42.200 2.800
9 16 1992 33.000 21.400 258.102 0.000 34.400 2.700
9 17 1992 33.700 21.400 256.944 0.000 26.400 1.900
9 18 1992 34.400 21.800 222.222 0.000 21.100 1.500
9 19 1992 35.900 22.300 219.907 0.000 17.400 2.100
9 20 1992 34.800 22.500 246.528 0.000 20.000 0.900
9 21 1992 28.600 19.600 221.065 0.300 43.600 2.900
9 22 1992 25.600 18.400 223.380 0.000 45.100 4.700
9 23 1992 28.300 18.300 201.389 0.000 31.300 0.600
9 24 1992 30.600 18.600 229.167 0.000 34.000 4.300
9 25 1992 30.800 20.100 214.120 0.700 38.700 2.500
9 26 1992 23.900 19.300 199.074 1.200 67.400 3.500
9 27 1992 23.400 16.500 149.306 0.000 47.400 4.400
9 28 1992 26.100 15.800 229.167 0.000 29.000 0.500
9 29 1992 26.100 17.900 151.620 0.000 38.100 1.700
9 30 1992 27.400 18.600 204.861 0.000 43.000 1.700
10 1 1992 31.900 18.500 222.222 0.000 36.900 2.700
10 2 1992 29.800 19.200 173.611 0.000 46.300 1.500
10 3 1992 28.600 18.700 215.278 0.000 42.200 5.000
10 4 1992 22.600 16.800 119.213 3.700 62.800 6.500
10 5 1992 22.800 16.100 179.398 3.200 48.500 4.800
10 6 1992 24.100 15.800 209.491 2.500 51.500 2.900
10 7 1992 26.200 16.600 150.463 0.000 30.400 2.700
10 8 1992 25.000 17.700 152.778 8.600 64.300 2.700
10 9 1992 22.300 16.200 55.556 1.800 60.800 2.000
10 10 1992 21.800 15.200 157.407 2.200 56.100 4.300
10 11 1992 21.200 14.500 146.991 4.500 52.900 5.200
10 12 1992 21.700 14.500 156.250 0.000 52.500 4.600
10 13 1992 22.300 13.900 167.824 0.000 39.400 4.000
10 14 1992 24.300 13.900 203.704 0.000 37.100 0.500
10 15 1992 26.400 14.100 171.296 0.000 23.000 1.200
10 16 1992 24.600 16.800 108.796 0.000 42.000 3.600
10 17 1992 22.600 14.800 164.352 0.000 51.400 6.500
10 18 1992 24.600 14.300 156.250 0.000 42.500 0.300
10 19 1992 27.800 16.100 203.704 0.000 38.100 2.000
10 20 1992 27.700 16.400 197.917 0.000 41.100 2.800
10 21 1992 22.900 15.100 129.630 0.000 46.500 4.200
10 22 1992 20.600 13.200 126.157 0.000 42.300 4.700
10 23 1992 22.500 13.200 187.500 0.000 41.800 4.200
10 24 1992 25.200 13.400 196.759 0.000 33.500 1.800
10 25 1992 29.700 14.700 195.602 0.000 16.600 1.600
10 26 1992 28.600 15.300 192.130 0.000 21.300 0.800
10 27 1992 25.200 15.000 186.343 0.000 41.300 3.400
10 28 1992 24.300 15.300 166.667 0.000 52.600 5.700
10 29 1992 24.100 14.600 181.713 0.000 46.200 5.100
10 30 1992 25.200 15.600 165.509 0.000 44.500 5.300
10 31 1992 19.300 12.500 81.019 0.000 51.500 5.200
11 1 1992 17.000 11.400 118.056 0.000 38.100 4.100
11 2 1992 17.800 11.200 130.787 0.000 35.100 3.500
11 3 1992 20.400 11.600 152.778 0.000 41.500 1.600
11 4 1992 21.700 12.600 172.454 0.000 39.600 0.900
11 5 1992 21.400 11.200 165.509 0.000 42.800 3.600
11 6 1992 19.900 12.900 126.157 1.500 55.200 3.700
11 7 1992 22.600 12.300 128.472 2.400 29.400 2.400
11 8 1992 19.300 13.000 109.954 4.800 63.500 0.600
11 9 1992 24.500 13.200 163.194 0.000 27.300 1.100
11 10 1992 23.700 12.300 159.722 0.000 21.400 1.000
11 11 1992 21.100 13.000 150.463 0.000 50.600 2.700
11 12 1992 22.300 12.900 163.194 0.000 50.700 1.800
11 13 1992 20.200 13.700 157.407 0.000 57.100 3.200
11 14 1992 22.700 13.100 162.037 0.000 41.600 3.100
11 15 1992 21.600 13.400 141.204 0.000 44.100 4.500
11 16 1992 15.000 11.700 81.019 21.100 78.700 3.600
11 17 1992 17.700 11.200 135.417 0.000 46.700 5.000
11 18 1992 19.600 12.700 129.630 0.000 51.600 3.700
11 19 1992 19.700 12.000 133.102 0.000 55.400 3.300
11 20 1992 19.900 11.800 155.093 0.000 41.400 1.500
11 21 1992 22.500 12.500 155.093 0.000 24.200 0.700
11 22 1992 23.400 13.100 155.093 0.000 25.400 0.800
11 23 1992 23.800 13.100 150.463 0.000 25.000 1.500
11 24 1992 22.200 12.200 150.463 0.000 25.900 2.100
11 25 1992 22.000 12.500 150.463 0.000 24.900 2.000
11 26 1992 23.200 13.100 148.148 0.000 16.800 1.000
11 27 1992 23.200 13.100 151.620 0.000 17.800 0.900
11 28 1992 22.500 11.800 133.102 0.000 15.000 1.500
11 29 1992 19.900 10.300 125.000 0.000 30.600 2.700
11 30 1992 19.200 11.200 123.843 0.000 42.600 2.900
12 1 1992 21.200 11.900 131.944 0.000 25.900 2.400
12 2 1992 21.400 12.200 129.630 0.000 27.500 3.600
12 3 1992 19.100 12.700 100.694 0.000 64.200 6.300
12 4 1992 18.800 12.600 105.324 0.000 53.600 6.200
12 5 1992 18.800 13.500 92.593 2.400 70.200 7.400
12 6 1992 18.800 12.400 131.944 0.000 51.000 4.300
12 7 1992 18.800 12.800 109.954 0.000 62.800 7.300
12 8 1992 14.700 10.700 119.213 0.000 62.600 6.500
12 9 1992 16.100 10.500 97.222 0.000 41.800 4.600
12 10 1992 17.700 10.200 107.639 0.000 45.000 1.000
12 11 1992 17.800 9.800 111.111 0.000 45.900 3.700
12 12 1992 19.500 8.500 128.472 0.000 30.400 4.000
12 13 1992 19.500 8.800 131.944 0.000 26.200 1.800
12 14 1992 18.800 8.500 123.843 0.000 33.900 2.100
12 15 1992 18.500 10.300 123.843 0.000 45.500 0.900
12 16 1992 17.600 11.300 69.444 0.000 56.000 4.800
12 17 1992 15.900 10.500 89.120 0.700 54.100 4.400
12 18 1992 17.600 7.600 136.574 0.000 32.800 3.000
12 19 1992 22.400 8.600 131.944 0.000 25.000 3.800
12 20 1992 22.600 12.000 127.315 0.000 19.800 4.400
12 21 1992 19.400 11.000 99.537 0.000 32.600 3.100
12 22 1992 20.800 11.800 130.787 0.000 34.000 1.700
12 23 1992 20.900 10.800 111.111 0.000 26.400 2.700
12 24 1992 20.600 9.800 89.120 0.000 29.900 2.800
12 25 1992 19.200 11.700 60.185 0.000 29.600 2.800
12 26 1992 17.100 12.100 68.287 3.300 60.600 2.000
12 27 1992 16.900 11.800 71.759 3.000 65.700 2.700
12 28 1992 15.000 10.500 85.648 5.600 70.200 4.200
12 29 1992 12.400 7.300 82.176 0.000 61.800 3.900
12 30 1992 13.600 6.300 109.954 0.000 43.300 2.400
12 31 1992 15.000 7.300 134.259 0.000 32.400 1.900
1 1 1993 13.900 8.400 138.889 0.000 35.400 0.800
1 2 1993 13.800 8.700 127.315 0.000 37.700 1.300
1 3 1993 11.400 8.300 103.009 0.900 55.900 2.000
1 4 1993 10.900 7.500 127.315 0.000 57.800 1.900
1 5 1993 12.000 6.500 126.157 0.000 42.100 2.500
1 6 1993 12.500 4.500 141.204 0.000 42.100 2.900
1 7 1993 14.700 6.200 148.148 0.000 31.500 1.400
1 8 1993 14.700 8.600 143.519 0.000 31.600 1.300
1 9 1993 15.400 8.900 149.306 0.000 29.200 1.100
1 10 1993 16.100 9.800 144.676 0.000 32.500 1.100
1 11 1993 15.400 8.700 144.676 0.000 39.100 3.400
1 12 1993 15.300 8.500 122.685 0.000 49.200 3.500
1 13 1993 16.900 9.300 148.148 0.000 32.100 0.700
1 14 1993 18.700 7.700 151.620 0.000 18.700 1.900
1 15 1993 17.400 7.600 148.148 0.000 18.500 1.600
1 16 1993 17.400 9.900 149.306 0.000 21.200 1.800
1 17 1993 17.500 7.300 153.935 0.000 17.600 1.500
1 18 1993 17.200 5.900 123.843 0.000 28.500 2.500
1 19 1993 17.400 6.900 127.315 0.000 28.700 1.900
1 20 1993 18.300 8.700 151.620 0.000 22.500 1.400
1 21 1993 17.000 9.900 148.148 0.000 24.800 3.200
1 22 1993 15.600 7.600 100.694 0.000 26.400 2.100
1 23 1993 16.300 9.300 138.889 0.000 32.900 1.600
1 24 1993 15.800 9.000 131.944 0.000 36.900 0.900
1 25 1993 15.200 9.100 158.565 0.000 43.000 1.500
1 26 1993 15.100 8.700 137.731 0.000 42.900 1.000
1 27 1993 14.300 8.000 164.352 0.000 52.300 0.800
1 28 1993 16.100 8.900 164.352 0.000 30.800 2.300
1 29 1993 17.200 9.300 140.046 0.000 20.300 1.800
1 30 1993 16.600 9.300 64.815 0.000 18.700 3.300
1 31 1993 19.800 9.300 98.380 1.700 12.400 3.600
2 1 1993 13.100 9.400 65.972 1.500 52.000 2.800
2 2 1993 17.200 7.600 83.333 0.000 39.300 3.900
2 3 1993 17.600 9.400 83.333 0.000 35.400 3.500
2 4 1993 19.100 9.500 149.306 0.300 28.000 2.000
2 5 1993 19.700 9.900 178.241 0.000 25.300 0.800
2 6 1993 20.500 10.700 179.398 0.000 21.600 2.500
2 7 1993 17.300 8.600 168.981 0.000 37.400 2.000
2 8 1993 16.700 10.700 164.352 0.000 45.900 0.800
2 9 1993 19.500 9.900 189.815 0.000 30.000 0.900
2 10 1993 21.700 11.100 172.454 0.000 19.900 0.900
2 11 1993 19.600 10.900 153.935 0.000 31.300 1.200
2 12 1993 13.400 11.100 126.157 5.900 76.700 3.100
2 13 1993 15.000 11.300 127.315 3.500 63.200 2.800
2 14 1993 20.700 8.300 175.926 0.000 28.000 2.400
2 15 1993 18.100 9.400 189.815 0.000 41.200 2.300
2 16 1993 17.000 7.200 187.500 0.000 31.800 3.100
2 17 1993 15.600 7.200 167.824 0.000 38.400 3.100
2 18 1993 17.300 8.200 166.667 0.000 29.300 1.700
2 19 1993 20.300 8.300 204.861 0.000 23.100 2.700
2 20 1993 18.800 8.900 200.231 0.000 31.300 2.600
2 21 1993 19.300 7.400 208.333 0.000 24.400 0.500
2 22 1993 17.800 8.900 170.139 0.000 46.300 2.500
2 23 1993 15.200 7.200 123.843 0.000 36.500 5.800
2 24 1993 14.600 7.100 118.056 0.000 28.800 4.200
2 25 1993 15.100 6.900 214.120 0.000 29.900 0.900
2 26 1993 12.800 8.400 103.009 1.900 59.800 2.800
2 27 1993 10.900 7.500 68.287 12.900 78.100 0.600
2 28 1993 10.200 4.600 45.139 12.300 71.300 3.100
3 1 1993 10.900 5.100 140.046 7.500 41.900 4.900
3 2 1993 9.400 5.100 122.685 4.400 60.500 5.600
3 3 1993 15.000 7.600 214.120 0.000 40.500 2.700
3 4 1993 19.400 8.900 226.852 0.000 26.000 1.800
3 5 1993 16.100 8.800 215.278 0.000 41.900 3.400
3 6 1993 18.500 7.500 185.185 0.000 29.300 1.800
3 7 1993 18.300 10.500 223.380 0.000 42.000 1.400
3 8 1993 17.400 10.100 192.130 0.000 51.800 4.700
3 9 1993 17.900 11.000 149.306 0.000 48.900 2.100
3 10 1993 20.200 8.500 243.056 0.000 22.500 3.800
3 11 1993 18.100 9.300 216.435 0.000 41.800 2.000
3 12 1993 18.800 10.500 167.824 0.000 41.900 2.000
3 13 1993 25.100 12.400 171.296 1.400 20.000 1.500
3 14 1993 16.100 11.500 133.102 2.200 52.400 3.100
3 15 1993 23.700 10.200 246.528 0.000 26.000 2.200
3 16 1993 24.300 11.500 214.120 0.000 25.700 2.600
3 17 1993 25.200 11.900 246.528 0.000 24.200 3.400
3 18 1993 27.200 11.900 255.787 0.000 14.900 2.200
3 19 1993 22.300 12.800 188.657 0.000 34.000 1.800
3 20 1993 25.600 12.700 261.574 0.000 25.200 0.700
3 21 1993 25.100 14.400 99.537 0.000 29.900 2.100
3 22 1993 21.500 13.600 255.787 0.000 46.200 2.600
3 23 1993 26.000 13.400 241.898 0.000 24.700 1.900
3 24 1993 26.800 13.900 210.648 0.000 27.000 1.200
3 25 1993 18.600 10.300 115.741 4.100 56.600 2.900
3 26 1993 15.800 8.700 260.417 0.000 33.300 2.500
3 27 1993 19.100 8.800 274.306 0.000 33.600 1.800
3 28 1993 21.800 10.600 245.370 0.000 18.100 2.400
3 29 1993 22.100 12.500 261.574 0.000 34.500 1.600
3 30 1993 23.800 12.700 267.361 0.000 29.200 2.900
3 31 1993 25.200 13.600 252.315 0.000 24.700 1.100
4 1 1993 22.200 12.200 281.250 0.000 36.300 4.500
4 2 1993 19.300 11.600 258.102 0.000 31.300 2.000
4 3 1993 21.900 10.800 295.139 0.000 24.100 1.800
4 4 1993 25.100 12.600 298.611 0.000 20.400 2.800
4 5 1993 23.800 12.900 275.463 0.000 45.900 3.200
4 6 1993 26.500 13.300 288.194 0.000 30.000 1.600
4 7 1993 26.600 14.400 282.407 0.000 24.600 1.000
4 8 1993 30.000 14.300 305.556 0.000 13.500 0.400
4 9 1993 26.500 14.600 312.500 0.000 24.800 3.300
4 10 1993 25.000 14.600 265.046 0.000 39.900 5.500
4 11 1993 22.300 13.200 280.093 0.000 34.000 5.500
4 12 1993 18.800 12.900 208.333 0.000 51.100 5.200
4 13 1993 17.900 12.500 181.713 2.900 48.600 4.200
4 14 1993 18.500 9.400 203.704 12.200 43.100 4.400
4 15 1993 17.600 11.800 159.722 1.800 49.800 5.200
4 16 1993 19.300 11.600 303.241 1.400 41.200 1.700
4 17 1993 21.400 10.400 321.759 0.000 29.100 2.700
4 18 1993 26.800 9.700 335.648 0.000 14.400 3.300
4 19 1993 27.100 11.600 315.972 0.000 16.000 1.300
4 20 1993 30.100 12.500 295.139 0.000 15.200 1.400
4 21 1993 29.600 14.100 232.639 5.900 19.000 1.700
4 22 1993 21.200 13.300 289.352 0.000 39.200 3.700
4 23 1993 29.500 12.800 329.861 2.500 13.000 1.200
4 24 1993 19.200 12.800 229.167 10.300 35.500 5.200
4 25 1993 18.200 12.200 232.639 0.000 37.500 6.000
4 26 1993 15.400 11.500 125.000 8.700 62.600 3.000
4 27 1993 18.400 11.500 292.824 0.000 51.800 4.300
4 28 1993 20.700 11.500 295.139 0.000 38.700 3.100
4 29 1993 21.900 12.400 212.963 0.000 40.400 2.900
4 30 1993 20.400 12.200 313.657 0.000 45.200 4.100
5 1 1993 19.500 12.400 251.157 0.000 47.700 4.600
5 2 1993 22.000 12.400 287.037 1.100 41.800 1.000
5 3 1993 25.500 12.900 288.194 0.000 29.500 4.100
5 4 1993 30.600 15.200 202.546 1.800 17.600 5.000
5 5 1993 19.000 13.800 119.213 16.700 45.300 2.400
5 6 1993 20.400 13.700 315.972 0.000 41.800 2.900
5 7 1993 24.700 12.600 343.750 0.000 28.000 0.900
5 8 1993 29.000 15.500 329.861 0.000 18.300 1.900
5 9 1993 29.000 17.500 274.306 2.000 26.100 2.300
5 10 1993 24.100 15.400 304.398 0.000 38.100 2.900
5 11 1993 25.700 14.600 307.870 0.000 29.500 1.100
5 12 1993 23.900 14.600 296.296 0.000 34.700 3.200
5 13 1993 19.200 14.600 270.833 1.100 46.200 6.200
5 14 1993 21.200 14.200 322.917 0.000 40.900 5.600
5 15 1993 22.200 14.000 325.231 0.000 38.800 4.500
5 16 1993 28.300 14.000 335.648 0.000 16.900 0.300
5 17 1993 29.100 17.000 295.139 0.000 25.300 1.100
5 18 1993 22.900 15.500 281.250 0.000 44.400 3.700
5 19 1993 21.400 14.500 303.241 0.000 37.400 5.100
5 20 1993 23.900 14.000 346.065 0.000 28.600 1.700
5 21 1993 25.100 15.100 252.315 0.000 35.000 4.200
5 22 1993 26.800 15.700 292.824 0.000 37.700 2.100
5 23 1993 34.000 16.800 234.954 0.000 17.900 2.000
5 24 1993 38.500 18.800 263.889 0.000 11.700 3.100
5 25 1993 29.400 17.100 295.139 0.000 33.300 2.100
5 26 1993 25.600 16.000 339.120 0.000 31.700 3.100
5 27 1993 25.300 16.200 359.954 0.000 34.300 3.600
5 28 1993 26.600 16.200 311.343 0.000 31.400 1.300
5 29 1993 28.700 17.100 339.120 0.000 27.600 2.400
5 30 1993 26.700 16.200 302.083 0.000 32.700 2.200
5 31 1993 29.000 17.100 358.796 0.000 29.100 2.900
6 1 1993 27.400 16.900 290.509 0.000 33.000 2.200
6 2 1993 28.900 16.900 349.537 0.000 29.200 1.600
6 3 1993 31.000 18.700 339.120 0.000 24.400 2.700
6 4 1993 31.500 17.900 328.704 0.000 18.700 1.300
6 5 1993 28.000 17.000 307.870 0.000 30.200 2.500
6 6 1993 22.600 17.300 231.481 0.000 53.300 2.500
6 7 1993 25.700 17.100 290.509 0.000 46.100 2.400
6 8 1993 24.600 17.500 241.898 0.500 49.000 1.500
6 9 1993 28.100 17.100 342.593 0.000 30.200 2.200
6 10 1993 25.800 17.600 337.963 0.000 40.400 4.200
6 11 1993 26.200 17.000 331.019 0.000 33.000 2.900
6 12 1993 27.500 16.700 339.120 0.000 26.300 3.900
6 13 1993 27.700 18.000 302.083 0.000 32.700 5.200
6 14 1993 28.800 17.900 341.435 0.000 28.300 5.500
6 15 1993 30.900 18.600 328.704 0.000 23.800 4.500
6 16 1993 30.700 18.200 343.750 0.000 26.100 4.700
6 17 1993 30.600 18.500 321.759 0.000 27.900 3.600
6 18 1993 29.100 19.600 298.611 2.000 36.700 2.900
6 19 1993 31.900 20.000 304.398 0.000 33.700 1.900
6 20 1993 29.600 18.900 240.741 0.000 42.600 1.900
6 21 1993 26.900 18.500 304.398 0.000 41.800 3.600
6 22 1993 25.000 18.400 350.694 0.000 37.700 5.300
6 23 1993 28.300 17.900 351.852 0.000 30.500 3.600
6 24 1993 31.600 18.500 332.176 0.000 17.800 2.800
6 25 1993 40.700 21.000 299.769 0.000 15.100 4.100
6 26 1993 30.200 19.600 300.926 0.000 38.900 2.000
6 27 1993 32.800 18.900 278.935 0.000 33.900 2.000
6 28 1993 29.500 19.300 246.528 0.000 33.600 4.000
6 29 1993 27.700 19.300 347.222 0.000 33.600 5.000
6 30 1993 31.000 19.100 343.750 0.000 27.900 3.200
7 1 1993 28.700 19.200 327.546 0.000 32.900 3.300
7 2 1993 29.200 18.400 303.241 0.000 26.900 2.200
7 3 1993 26.400 19.800 170.139 0.100 51.600 6.000
7 4 1993 31.200 20.000 260.417 0.000 42.300 2.700
7 5 1993 31.700 19.800 277.778 0.000 36.300 1.200
7 6 1993 31.700 21.400 285.880 0.000 33.100 2.100
7 7 1993 32.500 21.000 312.500 0.000 30.000 4.300
7 8 1993 39.200 21.000 319.444 0.000 11.500 4.300
7 9 1993 37.900 22.700 284.722 0.000 21.000 1.700
7 10 1993 26.600 20.600 300.926 0.000 40.100 5.500
7 11 1993 29.100 19.600 317.130 0.000 41.000 1.200
7 12 1993 30.800 19.700 329.861 0.000 30.900 4.700
7 13 1993 31.000 19.400 325.231 0.000 22.800 5.300
7 14 1993 31.500 19.600 313.657 0.000 27.900 3.900
7 15 1993 31.700 20.400 289.352 0.000 34.100 2.300
7 16 1993 35.300 20.900 296.296 0.000 28.800 1.900
7 17 1993 33.500 20.900 275.463 0.000 34.400 1.200
7 18 1993 31.300 20.700 290.509 0.000 37.100 1.800
7 19 1993 34.800 22.900 314.815 0.000 20.100 1.700
7 20 1993 31.700 21.700 320.602 0.000 30.900 1.500
7 21 1993 29.600 20.900 321.759 0.000 39.300 4.300
7 22 1993 31.800 20.500 332.176 0.000 22.300 4.500
7 23 1993 34.500 20.200 334.491 0.000 20.700 4.200
7 24 1993 33.900 21.400 319.444 0.000 28.500 1.800
7 25 1993 35.500 22.400 291.667 0.000 27.500 1.100
7 26 1993 32.900 22.300 311.343 0.000 37.000 1.800
7 27 1993 33.400 21.300 313.657 0.000 27.400 3.100
7 28 1993 34.500 22.400 320.602 0.000 21.500 3.000
7 29 1993 35.100 23.200 307.870 0.000 27.000 2.100
7 30 1993 32.900 21.900 296.296 0.000 31.500 1.900
7 31 1993 35.600 22.700 314.815 0.000 22.700 1.500
8 1 1993 34.300 22.300 285.880 0.000 34.300 3.400
8 2 1993 32.600 22.500 285.880 0.000 40.200 1.600
8 3 1993 35.200 23.200 291.667 0.000 34.300 1.900
8 4 1993 39.100 25.800 255.787 0.000 23.500 2.000
8 5 1993 39.200 29.300 310.185 0.300 23.000 2.000
8 6 1993 39.000 28.900 300.926 0.000 23.500 1.800
8 7 1993 38.300 26.400 299.769 0.000 20.400 1.000
8 8 1993 36.200 25.300 306.713 0.000 22.800 2.600
8 9 1993 37.800 22.900 295.139 0.000 13.200 1.300
8 10 1993 34.700 23.600 215.278 0.000 36.000 1.600
8 11 1993 33.800 22.600 300.926 0.000 34.000 1.300
8 12 1993 36.300 23.800 300.926 0.000 28.900 1.200
8 13 1993 35.700 23.000 304.398 0.000 23.600 1.000
8 14 1993 37.700 22.800 285.880 0.000 17.200 1.100
8 15 1993 33.600 22.100 302.083 0.000 30.000 2.000
8 16 1993 32.600 22.700 276.620 0.000 42.100 3.900
8 17 1993 29.700 23.500 274.306 0.700 59.800 3.000
8 18 1993 32.500 23.400 252.315 0.000 45.500 3.100
8 19 1993 36.500 23.200 274.306 0.000 27.600 3.800
8 20 1993 40.800 25.400 285.880 0.000 13.500 4.000
8 21 1993 36.800 23.400 291.667 0.000 21.700 0.800
8 22 1993 33.000 22.000 259.259 0.000 37.400 2.100
8 23 1993 35.100 23.100 278.935 0.000 26.800 2.500
8 24 1993 29.900 22.600 219.907 1.000 46.200 3.000
8 25 1993 28.300 21.600 282.407 0.000 43.900 4.300
8 26 1993 26.200 20.300 247.685 0.000 46.200 4.200
8 27 1993 26.400 19.600 291.667 0.000 38.800 4.000
8 28 1993 28.400 18.800 291.667 0.000 35.500 1.800
8 29 1993 29.500 19.800 289.352 0.000 33.800 5.200
8 30 1993 32.500 20.400 277.778 0.000 32.300 5.800
8 31 1993 36.300 21.900 275.463 0.000 22.800 3.800
9 1 1993 32.000 22.100 245.370 1.400 45.600 2.300
9 2 1993 33.700 21.200 252.315 0.000 35.600 2.300
9 3 1993 31.100 20.800 271.991 0.000 45.800 2.400
9 4 1993 27.800 19.900 237.269 0.000 50.200 5.800
9 5 1993 32.200 20.100 278.935 0.000 33.800 3.600
9 6 1993 32.400 20.200 252.315 0.000 30.700 3.800
9 7 1993 30.600 20.500 256.944 0.000 38.000 4.300
9 8 1993 28.300 20.000 128.472 6.700 41.200 3.800
9 9 1993 27.000 19.700 197.917 2.900 52.700 4.100
9 10 1993 30.500 19.000 283.565 0.000 31.500 2.700
9 11 1993 28.500 18.900 274.306 0.000 40.100 3.400
9 12 1993 31.400 19.400 271.991 0.000 23.400 3.800
9 13 1993 26.800 18.100 237.269 0.000 45.900 6.800
9 14 1993 27.400 17.700 258.102 0.000 31.400 3.700
9 15 1993 30.000 17.500 268.519 0.000 24.500 3.000
9 16 1993 32.600 19.200 260.417 0.000 31.900 1.900
9 17 1993 32.000 19.200 232.639 0.000 30.800 2.500
9 18 1993 25.600 18.600 116.898 0.000 51.200 4.200
9 19 1993 28.500 17.700 221.065 0.000 38.700 2.700
9 20 1993 30.300 18.100 233.796 0.000 33.500 1.200
9 21 1993 32.800 19.100 250.000 0.000 34.500 2.200
9 22 1993 29.300 18.500 187.500 0.000 43.000 3.600
9 23 1993 21.800 16.600 208.333 1.800 48.100 7.100
9 24 1993 23.800 16.200 228.009 0.000 39.300 6.000
9 25 1993 25.400 15.800 224.537 0.000 43.600 3.500
9 26 1993 29.600 17.300 125.000 0.000 27.400 0.400
9 27 1993 25.900 16.600 203.704 0.000 40.100 2.800
9 28 1993 25.200 16.200 225.694 0.000 39.200 2.300
9 29 1993 26.700 15.900 231.481 0.000 28.800 1.200
9 30 1993 28.300 16.700 215.278 0.000 29.900 2.200
10 1 1993 23.700 16.000 229.167 0.000 43.300 7.100
10 2 1993 22.800 16.700 175.926 3.200 56.500 8.400
10 3 1993 23.200 15.300 217.593 0.000 44.600 5.300
10 4 1993 29.700 15.100 221.065 0.000 23.700 3.000
10 5 1993 26.500 17.500 206.019 0.000 41.700 4.400
10 6 1993 24.600 16.900 153.935 0.000 52.000 3.800
10 7 1993 26.300 16.100 137.731 4.000 38.800 2.600
10 8 1993 22.400 15.900 188.657 0.000 51.100 3.800
10 9 1993 30.500 16.400 204.861 0.000 26.400 1.200
10 10 1993 27.000 17.600 114.583 0.000 40.300 1.900
10 11 1993 32.000 17.500 162.037 0.000 27.600 2.200
10 12 1993 25.200 17.200 158.565 0.000 47.200 2.100
10 13 1993 27.000 16.800 157.407 0.000 39.700 3.600
10 14 1993 23.700 15.300 172.454 0.000 41.400 3.200
10 15 1993 26.900 15.200 196.759 0.000 29.800 0.700
10 16 1993 24.400 16.000 141.204 0.000 43.800 2.100
10 17 1993 25.000 15.600 123.843 0.000 43.900 1.600
10 18 1993 20.600 15.400 76.389 16.400 60.900 2.300
10 19 1993 22.900 15.400 79.861 7.700 63.500 4.700
10 20 1993 25.700 16.400 104.167 3.700 51.300 3.600
10 21 1993 21.500 14.900 108.796 6.300 70.100 2.900
10 22 1993 20.100 12.200 144.676 0.000 44.300 2.400
10 23 1993 20.300 11.500 206.019 0.000 31.300 1.100
10 24 1993 21.400 11.700 180.556 0.000 34.800 3.800
10 25 1993 21.900 13.100 122.685 0.000 51.200 4.900
10 26 1993 23.000 14.400 128.472 0.000 52.700 2.000
10 27 1993 22.200 14.600 182.870 0.000 51.200 2.100
10 28 1993 23.500 14.000 186.343 0.000 42.600 0.600
10 29 1993 24.600 14.000 170.139 0.000 42.700 3.100
10 30 1993 30.000 15.700 126.157 0.000 27.800 1.300
